,Brand_Name,Product_Description,Product_Detail_Description,Discounted_Price,Original_Price,Discount_Percent,Links_of_the_Product_Images,Links_of_the_Product_Zoomed_Images
77,THE HOLLANDER,Graphic Cotton T-shirts,THE HOLLANDER Graphic Printed Cotton T-shirts,Rs. 279,Rs. 999,(72% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/24476008/2023/8/12/9cbe87c2-8b61-41e8-b2c2-d8cd6f2691151691849582035THEHOLLANDERMenCream-ColouredAppliqueT-shirt1.jpg 2.8x"
78,Kook N Keech,Oversized Cotton T-shirt,Kook N Keech Sylvester Printed & Dyed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,Rs. 519,Rs. 1199,(Rs. 680 OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/23589164/2023/12/14/8fec731a-efad-49ca-b46d-2a381ec07b4e1702554681257KookNKeechSylvesterPrintedDyedDrop-ShoulderSleevesPureCotton1.jpg 2.8x"
79,Bewakoof,Solid Round Neck Pure Cotton T-shirt,Bewakoof Men White Solid Round Neck Pure Cotton T-shirt,Rs. 285,Rs. 1099,(74% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/13819100/2021/4/7/74b77cbe-b7ee-4c7c-977a-5b8ff51379131617788592510-Bewakoof-Men-Tshirts-611617788591720-1.jpg 2.8x"
80,Kook N Keech,Printed Pure Cotton T-shirt,Kook N Keech Printed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,Rs. 274,Rs. 1099,(75% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/26153134/2023/12/28/123f02a5-0dd9-4370-8f03-9c09b9f92ac41703746635424-Kook-N-Keech-Men-Tshirts-651703746635087-1.jpg 2.8x"
81,Roadster,Polo Collar T-shirt,The Roadster Lifestyle Co. Short Sleeves Polo Collar T-shirt,Rs. 469,Rs. 999,(Rs. 530 OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25521564/2023/12/6/8bfec8d6-282e-48b0-8a11-9c40e752e1831701844395656-Roadster-Men-Tshirts-7481701844395282-1.jpg 2.8x"
82,NOBERO,Oversized Cotton T-shirt,NOBERO Round Neck Short Sleeves Oversized Cotton T-shirt,Rs. 489,Rs. 1399,(65% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/26710886/2023/12/28/a0407eb1-b80e-46c3-848e-b7f687daa6c31703781257010NOBEROMenWhiteT-shirt1.jpg 2.8x"
83,Roadster,Striped Polo T-shirt,Roadster Men Charcoal Grey & Maroon Striped Polo T-shirt,Rs. 329,Rs. 1099,(70% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/1396023/2018/8/11/f2073a17-5fd5-4050-8822-0e8aff67abca1533964230877-Roadster-Men-Charcoal-Grey--Maroon-Striped-Polo-Collar-T-shi-1.jpg 2.8x"
84,Minions by Kook N Keech,Minions Printed T-shirt,Minions by Kook N Keech Minions Printed Pure Cotton Oversize T-shirt,Rs. 274,Rs. 1099,(75% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/21440356/2023/5/25/b579d898-97b8-486c-97a8-a668af133cb81684992369332-Minions-by-Kook-N-Keech-Men-Tshirts-4531684992368909-1.jpg 2.8x"
85,Roadster,Men Polo Collar T-shirt,The Roadster Lifestyle Co. Polo Collar T-shirt,Rs. 389,Rs. 1299,(70% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25521614/2023/12/12/3da38544-2dca-4afd-a889-23c5a34b97c11702363319142-Roadster-Men-Tshirts-8811702363318769-1.jpg 2.8x"
86,French Connection,Polo Collar Pure Cotton T-shirt,French Connection Polo Collar Pure Cotton T-shirt,Rs. 252,Rs. 1099,(77% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25437024/2023/12/6/37a5dfc6-2b4e-48d7-9422-84f92a3e08b91701837145694-French-Connection-Men-Tshirts-5571701837145253-1.jpg 2.8x"
87,HERE&NOW,Pure Cotton Printed T-shirt,HERE&NOW Graphic Printed Drop-Shoulder Sleeves Pure Cotton T-shirt,Rs. 734,Rs. 1499,(51% OFF),"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg","
    https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg ,
    https://assets.myntassets.com/f_webp,dpr_1.5,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg 1.5x,
    https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg 1.8x,
    https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg 2.0x,
    https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg 2.2x,
    https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg 2.4x,
    https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg 2.6x,
    https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/25026862/2023/10/19/c9af5135-875c-453f-98b0-45f3d90da7e41697711096148-HERENOW-Men-Tshirts-9841697711095794-1.jpg 2.8x"
